volume_name;date;id;villain;url
Spider-Man/Mary Jane:...You Just Hit the Jackpot;2009-09-16;174132;Doctor Octopus;http://comicvine.gamespot.com/spider-manmary-janeyou-just-hit-the-jackpot-1-spid/4000-174132/
Ultimatum: Spider-Man;2009-09-09;192101;Doctor Octopus;http://comicvine.gamespot.com/ultimatum-spider-man-1-ultimatum-spider-man-hc/4000-192101/
Marvel Zombies vs. Army Of Darkness;2009-09-02;191145;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-vs-army-of-darkness-1-marvel-zombie/4000-191145/
Spider-Man: Sinister Six;2009-09-02;183023;Doctor Octopus;http://comicvine.gamespot.com/spider-man-sinister-six-1-spider-man-sinister-six-/4000-183023/
Exiles Ultimate Collection;2009-09-02;173689;Doctor Octopus;http://comicvine.gamespot.com/exiles-ultimate-collection-2-book-2/4000-173689/
Ultimatum: Spider-Man - Requiem;2009-09-01;165423;Doctor Octopus;http://comicvine.gamespot.com/ultimatum-spider-man-requiem-2-requiem-part-two/4000-165423/
Marvel Adventures: Spider-Man;2009-09-01;165188;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-53-a-sense-of-respons/4000-165188/
The Amazing Spider-Man;2009-09-01;164777;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-600-last-legs-identity-cris/4000-164777/
Marvel Masterworks: The Amazing Spider-Man;2009-08-18;232118;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-11-volum/4000-232118/
Marvel Adventures Spider-Man: Animal Attack!;2009-08-12;203577;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-animal-attack-1-marve/4000-203577/
Dr. Doom and the Masters of Evil;2009-08-12;172521;Doctor Octopus;http://comicvine.gamespot.com/doctor-doom-and-the-masters-of-evil-1-doctor-doom-/4000-172521/
Spider-Man: Crime and Punisher;2009-08-05;198660;Doctor Octopus;http://comicvine.gamespot.com/spider-man-crime-and-punisher-1-spider-man-crime-a/4000-198660/
Spider-Man: Family Ties;2009-08-05;198659;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-ties-1-spider-man-family-ties/4000-198659/
The Amazing Spider-Man;2009-08-01;159759;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-597-american-son-part-3/4000-159759/
Essential Spectacular Spider-Man;2009-07-29;286200;Doctor Octopus;http://comicvine.gamespot.com/essential-spectacular-spider-man-4-volume-four/4000-286200/
The Amazing Spider-Man by JMS Ultimate Collection;2009-07-22;233715;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-by-jms-ultimate-collection-/4000-233715/
1985;2009-07-22;224211;Doctor Octopus;http://comicvine.gamespot.com/1985-1-1985-trade-paperback/4000-224211/
Venom: Dark Origin;2009-07-22;175490;Doctor Octopus;http://comicvine.gamespot.com/venom-dark-origin-1-venom-dark-origin/4000-175490/
Marvel Masterworks: Warlock;2009-06-30;233678;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-warlock-2-volume-two/4000-233678/
Spider-Man: New Ways to Die;2009-06-17;198664;Doctor Octopus;http://comicvine.gamespot.com/spider-man-new-ways-to-die-1-spider-man-new-ways-t/4000-198664/
Secret Wars II Omnibus;2009-06-10;189716;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-ii-omnibus-1-secret-wars-ii-omnibus/4000-189716/
Marvel Adventures: Spider-Man;2009-06-01;155633;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-50-sinister-sixteenth/4000-155633/
Ultimate Spider-Man: Ultimate Collection;2009-05-27;179762;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-ultimate-collection-2-volume-t/4000-179762/
Spider-Man: Spider-Women;2009-05-13;280461;Doctor Octopus;http://comicvine.gamespot.com/spider-man-spider-women-1-spider-man-spider-women/4000-280461/
Essential Amazing Spider-Man;2009-05-01;160882;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-9-volume-9/4000-160882/
Ultimate Spider-Man;2009-05-01;157043;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-132-ultimatum/4000-157043/
Spider-Man: Noir;2009-05-01;153675;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-4/4000-153675/
What If? Secret Wars;2009-04-29;178295;Doctor Octopus;http://comicvine.gamespot.com/what-if-secret-wars-1-what-if-secret-wars/4000-178295/
Marvel Adventures Spider-Man: Jumping to Conclusions;2009-04-22;203576;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-jumping-to-conclusion/4000-203576/
Marvel Apes;2009-04-15;211377;Doctor Octopus;http://comicvine.gamespot.com/marvel-apes-1-marvel-apes/4000-211377/
The Amazing Spider-Man;2009-04-01;152231;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-587-character-assassination/4000-152231/
Ultimatum: X-Men/Fantastic Four;2009-03-31;200235;Doctor Octopus;http://comicvine.gamespot.com/ultimatum-x-menfantastic-four-1-hctpb/4000-200235/
Mini Marvels: Secret Invasion;2009-02-01;152978;Doctor Octopus;http://comicvine.gamespot.com/mini-marvels-secret-invasion-1-conspicuous-invasio/4000-152978/
What If? Secret Wars;2009-02-01;149482;Doctor Octopus;http://comicvine.gamespot.com/what-if-secret-wars-1-what-ifdoctor-doom-kept-the-/4000-149482/
What If? Classic;2009-01-31;185211;Doctor Octopus;http://comicvine.gamespot.com/what-if-classic-5-volume-5/4000-185211/
X-Men/Spider-Man;2009-01-31;141555;Doctor Octopus;http://comicvine.gamespot.com/x-menspider-man-1-the-strangest-teens-of-all/4000-141555/
Secret Wars Omnibus;2009-01-14;172998;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-omnibus-1-secret-wars-omnibus/4000-172998/
Marvel Zombies: Dead Days;2009-01-07;209211;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-dead-days-1-marvel-zombies-dead-day/4000-209211/
Mini Marvels Ultimate Collection;2009-01-01;205709;Doctor Octopus;http://comicvine.gamespot.com/mini-marvels-ultimate-collection-1-tpb/4000-205709/
Marvel Adventures: Spider-Man;2009-01-01;142782;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-45-pieces-of-the-puzz/4000-142782/
Amazing Spider-Man Family;2008-12-31;141377;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-family-2-the-long-road-those-wh/4000-141377/
Marvel Apes;2008-12-01;145938;Doctor Octopus;http://comicvine.gamespot.com/marvel-apes-0-the-birth-ofthe-gibbon-to-stalk-a-sp/4000-145938/
1985;2008-12-01;141322;Doctor Octopus;http://comicvine.gamespot.com/1985-6-nuff-said/4000-141322/
The Amazing Spider-Man;2008-12-01;140880;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-574-flashbacks/4000-140880/
Venom: Dark Origin;2008-12-01;139672;Doctor Octopus;http://comicvine.gamespot.com/venom-dark-origin-3-chapter-3/4000-139672/
Daredevil by Frank Miller and Klaus Janson;2008-11-30;184077;Doctor Octopus;http://comicvine.gamespot.com/daredevil-by-frank-miller-and-klaus-janson-1-volum/4000-184077/
Marvel Apes;2008-11-01;139088;Doctor Octopus;http://comicvine.gamespot.com/marvel-apes-2-see-no-evil/4000-139088/
Marvel Apes;2008-11-01;137290;Doctor Octopus;http://comicvine.gamespot.com/marvel-apes-1-apes-of-wrath/4000-137290/
Amazing Spider-Man Family;2008-10-31;135960;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-family-1-48-hours-the-amazing-a/4000-135960/
Marvel Zombies;2008-10-01;388141;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-1-tpb/4000-388141/
The Amazing Spider-Man;2008-10-01;136022;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-568-new-ways-to-die-part-on/4000-136022/
Spider-Man Family: Itsy-Bitsy Battles;2008-09-24;216549;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-itsy-bitsy-battles-1-spider-man-/4000-216549/
The Amazing Spider-Man:  EXTRA!;2008-09-01;134597;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-extra-1-death-of-a-wise-guy/4000-134597/
Spider-Man Family;2008-08-31;154059;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-9-the-guy-who-turns-into-the-hul/4000-154059/
Marvel Masterworks: The Amazing Spider-Man;2008-08-20;140395;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-10-volum/4000-140395/
Marvels;2008-07-09;217587;Doctor Octopus;http://comicvine.gamespot.com/marvels-1-marvels-premiere-hc/4000-217587/
Spider-Man Family;2008-06-30;126500;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-8-with-friends-like-these-and-ot/4000-126500/
New Avengers: Illuminati;2008-05-07;212987;Doctor Octopus;http://comicvine.gamespot.com/new-avengers-illuminati-1-new-avengers-illuminati/4000-212987/
Spider-Man Family;2008-04-30;126501;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-7-looters-quest/4000-126501/
Marvel Adventures Spider-Man: Fiercest Foes;2008-04-09;203560;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-fiercest-foes-1-marve/4000-203560/
Ultimate Spider-Man Hardcover;2008-04-01;154959;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hardcover-9-volume-9/4000-154959/
ClanDestine;2008-04-01;122417;Doctor Octopus;http://comicvine.gamespot.com/clandestine-1/4000-122417/
Essential Marvel Saga;2008-03-01;159959;Doctor Octopus;http://comicvine.gamespot.com/essential-marvel-saga-1-volume-1/4000-159959/
Ultimate Spider-Man: Death of A Goblin;2008-02-01;237653;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-death-of-a-goblin-1-volume-19/4000-237653/
Secret Wars;2008-01-01;315629;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-1-marvel-super-heroes-secret-wars-tpb/4000-315629/
Marvel Adventures: Spider-Man;2008-01-01;127863;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-33-the-tenant-mini-ma/4000-127863/
Marvel Legacy: The 1960s-1990s Handbook;2007-11-30;396594;Doctor Octopus;http://comicvine.gamespot.com/marvel-legacy-the-1960s-1990s-handbook-1-tpb/4000-396594/
Marvel Masterworks: The Amazing Spider-Man;2007-11-15;140394;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-9-volume/4000-140394/
Spider-Man 3: The Black;2007-11-01;121512;Doctor Octopus;http://comicvine.gamespot.com/spider-man-3-the-black-1-the-black/4000-121512/
Ultimate Spider-Man;2007-11-01;106521;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-113-death-of-a-goblin-part-2/4000-106521/
Ultimate Spider-Man: Hobgoblin;2007-08-15;237644;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hobgoblin-1-hobgoblin/4000-237644/
Civil War Companion;2007-08-01;132592;Doctor Octopus;http://comicvine.gamespot.com/civil-war-companion-1-companion/4000-132592/
Exiles: Bump in the Night;2007-07-11;238589;Doctor Octopus;http://comicvine.gamespot.com/exiles-bump-in-the-night-1-bump-in-the-night/4000-238589/
Civil War: Iron Man;2007-07-04;171461;Doctor Octopus;http://comicvine.gamespot.com/civil-war-iron-man-1-civil-war-iron-man/4000-171461/
New Avengers: Illuminati;2007-07-01;110053;Doctor Octopus;http://comicvine.gamespot.com/new-avengers-illuminati-3-untitled/4000-110053/
Marvel Zombies: Dead Days;2007-07-01;109272;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-dead-days-1/4000-109272/
Marvel Zombies/Army of Darkness;2007-06-01;107997;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-vs-army-of-darkness-2-marvel-team-u/4000-107997/
Civil War: Peter Parker, Spider-Man;2007-05-31;225960;Doctor Octopus;http://comicvine.gamespot.com/civil-war-peter-parker-spider-man-1-tpb/4000-225960/
Civil War: Amazing Spider-Man;2007-05-16;170811;Doctor Octopus;http://comicvine.gamespot.com/civil-war-amazing-spider-man-1-civil-war-amazing-s/4000-170811/
Amazing Spider-Man Omnibus;2007-05-09;222986;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-omnibus-1-volume-one/4000-222986/
Exiles: The New Exiles;2007-04-30;240203;Doctor Octopus;http://comicvine.gamespot.com/exiles-the-new-exiles-1-volume-14/4000-240203/
Ultimate Spider-Man: Clone Saga;2007-04-18;237651;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-clone-saga-1-clone-saga/4000-237651/
Spider-Man: Birth of Venom;2007-04-18;164280;Doctor Octopus;http://comicvine.gamespot.com/spider-man-birth-of-venom-1-spider-man-birth-of-ve/4000-164280/
Ultimate Spider-Man: Ultimate Collection;2007-04-11;178425;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-ultimate-collection-1-volume-o/4000-178425/
Ultimate Spider-Man: Ultimate Six;2007-04-04;237593;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-ultimate-six-1-volume-9/4000-237593/
Essential Amazing Spider-Man;2007-04-01;141310;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-8-volume-8/4000-141310/
Daredevil by Frank Miller and Klaus Janson Omnibus;2007-03-31;294024;Doctor Octopus;http://comicvine.gamespot.com/daredevil-by-frank-miller-and-klaus-janson-omnibus/4000-294024/
Ultimate Spider-Man: Superstars;2007-03-14;237629;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-superstars-1-superstars/4000-237629/
Spider-Man: Saga of the Sandman;2007-03-07;165616;Doctor Octopus;http://comicvine.gamespot.com/spider-man-saga-of-the-sandman-1-spider-man-saga-o/4000-165616/
Spectacular Spider-Man Adventures: Riot at Ryker's Island!;2007-03-01;451320;Doctor Octopus;http://comicvine.gamespot.com/spectacular-spider-man-adventures-riot-at-rykers-i/4000-451320/
Essential Spectacular Spider-Man;2007-03-01;151943;Doctor Octopus;http://comicvine.gamespot.com/essential-spectacular-spider-man-3-volume-three/4000-151943/
New Avengers: The Collective;2007-03-01;132607;Doctor Octopus;http://comicvine.gamespot.com/new-avengers-the-collective-1-the-collective/4000-132607/
The Sensational Spider-Man;2007-03-01;113628;Doctor Octopus;http://comicvine.gamespot.com/the-sensational-spider-man-34-nothing-can-stop-the/4000-113628/
Ultimate Spider-Man;2007-03-01;106252;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-104-clone-saga-part-8/4000-106252/
Spider-Man Collectible Series;2007-02-18;439284;Doctor Octopus;http://comicvine.gamespot.com/spider-man-collectible-series-24/4000-439284/
Spider-Man Collectible Series;2007-02-11;439283;Doctor Octopus;http://comicvine.gamespot.com/spider-man-collectible-series-23/4000-439283/
Spider-Man: Death of the Stacys;2007-02-01;216545;Doctor Octopus;http://comicvine.gamespot.com/spider-man-death-of-the-stacys-1-hc-tpb/4000-216545/
The Sensational Spider-Man;2007-02-01;113627;Doctor Octopus;http://comicvine.gamespot.com/the-sensational-spider-man-33-wounds/4000-113627/
Ultimate Spider-Man;2007-02-01;113596;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-103-clone-saga-part-7/4000-113596/
Marvel Visionaries: John Buscema;2007-01-31;279024;Doctor Octopus;http://comicvine.gamespot.com/marvel-visionaries-john-buscema-1-marvel-visionari/4000-279024/
What If? Classic;2007-01-31;175593;Doctor Octopus;http://comicvine.gamespot.com/what-if-classic-3-volume-3/4000-175593/
Ultimate Spider-Man: Carnage;2007-01-10;237627;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-carnage-1-carnage/4000-237627/
Spider-Man Family Featuring Spider-Clan;2007-01-01;149202;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-featuring-spider-clan-1-elementa/4000-149202/
Stan Lee Meets Silver Surfer;2007-01-01;139723;Doctor Octopus;http://comicvine.gamespot.com/stan-lee-meets-silver-surfer-1-stan-lee-meets-silv/4000-139723/
Spider-Man and Power Pack;2007-01-01;111692;Doctor Octopus;http://comicvine.gamespot.com/spider-man-and-power-pack-1-the-new-kid-part-1-eve/4000-111692/
Iron Man;2007-01-01;111399;Doctor Octopus;http://comicvine.gamespot.com/iron-man-14-civil-war-part-2/4000-111399/
The Sensational Spider-Man;2007-01-01;110140;Doctor Octopus;http://comicvine.gamespot.com/the-sensational-spider-man-32-the-husband-or-the-s/4000-110140/
Ultimate Spider-Man;2007-01-01;106133;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-102-clone-saga-part-6/4000-106133/
Ultimate Spider-Man Hardcover;2006-12-01;154850;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hardcover-7-volume-7/4000-154850/
Marvel Masterworks: Avengers;2006-12-01;140389;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-avengers-6-volume-six/4000-140389/
Spider-Man Loves Mary Jane;2006-12-01;107015;Doctor Octopus;http://comicvine.gamespot.com/spider-man-loves-mary-jane-11-the-mj-thing/4000-107015/
Ultimate Spider-Man: Legacy;2006-11-29;236774;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-legacy-1-legacy/4000-236774/
Spider-Man Black & Blue & Read All Over;2006-11-01;119069;Doctor Octopus;http://comicvine.gamespot.com/spider-man-black-blue-read-all-over-1-black-blue-r/4000-119069/
Marvel Adventures Spider-Man: Concrete Jungle;2006-10-11;203735;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-concrete-jungle-1-mar/4000-203735/
Spider-Man Collectible Series;2006-10-01;439243;Doctor Octopus;http://comicvine.gamespot.com/spider-man-collectible-series-7/4000-439243/
Sentry: Reborn;2006-10-01;127555;Doctor Octopus;http://comicvine.gamespot.com/sentry-reborn-1-reborn/4000-127555/
Ultimate Spider-Man: Hollywood;2006-09-27;237609;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hollywood-1-hollywood/4000-237609/
Spider-Man Collectible Series;2006-09-24;439242;Doctor Octopus;http://comicvine.gamespot.com/spider-man-collectible-series-6/4000-439242/
Civil War Files;2006-09-13;108847;Doctor Octopus;http://comicvine.gamespot.com/civil-war-files-1-whose-side-are-you-on/4000-108847/
Ultimate Spider-Man: Venom;2006-09-06;236884;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-venom-1-venom/4000-236884/
The Sensational Spider-Man;2006-09-01;113625;Doctor Octopus;http://comicvine.gamespot.com/the-sensational-spider-man-28-my-science-teacher-i/4000-113625/
Civil War;2006-09-01;105624;Doctor Octopus;http://comicvine.gamespot.com/civil-war-3-whose-side-are-you-on/4000-105624/
Spider-Man Visionaries: Kurt Busiek;2006-08-16;280733;Doctor Octopus;http://comicvine.gamespot.com/spider-man-visionaries-kurt-busiek-1-spider-man-vi/4000-280733/
Marvel Team-Up: League of Losers;2006-08-09;409877;Doctor Octopus;http://comicvine.gamespot.com/marvel-team-up-league-of-losers-1-volume-3/4000-409877/
The Amazing Spider-Man;2006-08-01;106137;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-533-the-night-the-war-came-/4000-106137/
Marvel Adventures Spider-Man: Doom With a View;2006-07-12;203734;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-doom-with-a-view-1-ma/4000-203734/
Marvel Adventures: Spider-Man;2006-07-01;106183;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-15-how-spider-man-lea/4000-106183/
Earth X;2006-06-28;217491;Doctor Octopus;http://comicvine.gamespot.com/earth-x-1-earth-x/4000-217491/
Marvel Zombies;2006-06-01;115539;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-5-part-5-of-5/4000-115539/
Marvel Zombies;2006-05-01;115538;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-4-part-4-of-5/4000-115538/
Marvel Adventures: Spider-Man;2006-04-01;106160;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-12-nightmare-on-spide/4000-106160/
Spider-Man: House of M;2006-03-08;200198;Doctor Octopus;http://comicvine.gamespot.com/spider-man-house-of-m-1-tpb/4000-200198/
New X-Men: Academy X: House Of M;2006-03-01;186528;Doctor Octopus;http://comicvine.gamespot.com/new-x-men-academy-x-house-of-m-1-volume-4/4000-186528/
Essential Spectacular Spider-Man;2006-03-01;151836;Doctor Octopus;http://comicvine.gamespot.com/essential-spectacular-spider-man-2-volume-two/4000-151836/
House of M;2006-02-01;202218;Doctor Octopus;http://comicvine.gamespot.com/house-of-m-1-house-of-m/4000-202218/
Marvel Team-Up;2006-01-31;120889;Doctor Octopus;http://comicvine.gamespot.com/marvel-team-up-14-spider-man-meets-invincible/4000-120889/
Essential Amazing Spider-Man;2006-01-01;140999;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-3-volume-3/4000-140999/
Essential Amazing Spider-Man;2006-01-01;140997;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-2-volume-2/4000-140997/
Marvel Megamorphs - Spider-Man;2005-12-31;480822;Doctor Octopus;http://comicvine.gamespot.com/marvel-megamorphs-spider-man-1/4000-480822/
Marvel MegaMorphs - Doctor Octopus;2005-12-31;466962;Doctor Octopus;http://comicvine.gamespot.com/marvel-mega-morphs-doctor-octopus-1/4000-466962/
Marvel MegaMorphs - Wolverine;2005-12-31;466836;Doctor Octopus;http://comicvine.gamespot.com/marvel-mega-morphs-wolverine-1/4000-466836/
Official Handbook of the Ultimate Marvel Universe: The Fantastic Four & Spider-Man 2005;2005-12-31;106680;Doctor Octopus;http://comicvine.gamespot.com/official-handbook-of-the-ultimate-marvel-universe-/4000-106680/
MegaMorphs;2005-12-01;189758;Doctor Octopus;http://comicvine.gamespot.com/mega-morphs-1-mega-morphs/4000-189758/
Sentry;2005-12-01;122443;Doctor Octopus;http://comicvine.gamespot.com/sentry-2-the-sentry-act-two-the-watchtower/4000-122443/
Spider-Man: House of M;2005-12-01;116548;Doctor Octopus;http://comicvine.gamespot.com/spider-man-house-of-m-5/4000-116548/
Spider-Man by Mark Millar Ultimate Collection;2005-11-16;294048;Doctor Octopus;http://comicvine.gamespot.com/spider-man-by-mark-millar-ultimate-collection-1-sp/4000-294048/
Marvel Visionaries: John Romita Jr.;2005-11-09;279030;Doctor Octopus;http://comicvine.gamespot.com/marvel-visionaries-john-romita-jr-1-marvel-visiona/4000-279030/
Spectacular Spider-Man: The Final Curtain;2005-11-02;186653;Doctor Octopus;http://comicvine.gamespot.com/spectacular-spider-man-the-final-curtain-1-spectac/4000-186653/
Ultimate Spider-Man Hardcover;2005-11-01;154844;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hardcover-6-volume-6/4000-154844/
Essential Amazing Spider-Man;2005-11-01;141218;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-7-volume-7/4000-141218/
MegaMorphs;2005-10-01;130796;Doctor Octopus;http://comicvine.gamespot.com/mega-morphs-1-mega-morphs/4000-130796/
Marvel Adventures Spider-Man: The Sinister  Six;2005-08-31;203732;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-the-sinister-six-1-ma/4000-203732/
Marvel Visionaries: John Romita Sr.;2005-08-17;279036;Doctor Octopus;http://comicvine.gamespot.com/marvel-visionaries-john-romita-sr-1-marvel-visiona/4000-279036/
Secrets of the House of M;2005-07-20;165923;Doctor Octopus;http://comicvine.gamespot.com/secrets-of-the-house-of-m-1-one-shot/4000-165923/
Marvel Adventures: Spider-Man;2005-07-01;120932;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-3-the-sinister-six-pa/4000-120932/
Marvel Adventures: Spider-Man;2005-06-01;120931;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-2-the-sinister-six-pa/4000-120931/
Spectacular Spider-Man;2005-06-01;101143;Doctor Octopus;http://comicvine.gamespot.com/spectacular-spider-man-27-the-final-curtain/4000-101143/
Ultimate Spider-Man;2005-06-01;100979;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-75-hobgoblin-part-4/4000-100979/
Best of the Fantastic Four;2005-05-11;259583;Doctor Octopus;http://comicvine.gamespot.com/best-of-the-fantastic-four-1-volume-one/4000-259583/
Marvel Visionaries: Steve Ditko;2005-05-04;279053;Doctor Octopus;http://comicvine.gamespot.com/marvel-visionaries-steve-ditko-1-marvel-visionarie/4000-279053/
Ultimate Spider-Man;2005-05-01;100977;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-73-hobgoblin-part-2/4000-100977/
Marvel Masterworks: The Amazing Spider-Man;2005-04-27;140391;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-6-volume/4000-140391/
Spider-Man/Doctor Octopus: Year One;2005-04-06;256232;Doctor Octopus;http://comicvine.gamespot.com/spider-mandoctor-octopus-year-one-1-spider-mandoct/4000-256232/
Marvel Milestones;2005-04-01;384309;Doctor Octopus;http://comicvine.gamespot.com/marvel-milestones-0-venom-hercules/4000-384309/
Daredevil: Golden Age;2005-04-01;294046;Doctor Octopus;http://comicvine.gamespot.com/daredevil-golden-age-1-daredevil-golden-age/4000-294046/
She-Hulk: Superhuman Law;2005-04-01;167617;Doctor Octopus;http://comicvine.gamespot.com/she-hulk-superhuman-law-1-superhuman-law/4000-167617/
What If...?: Why Not?;2005-03-16;255729;Doctor Octopus;http://comicvine.gamespot.com/what-if-why-not-1-what-if-why-not/4000-255729/
Ultimate Spider-Man;2005-03-01;100975;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-71-strange-part-2/4000-100975/
Daredevil;2005-03-01;99468;Doctor Octopus;http://comicvine.gamespot.com/daredevil-69-golden-age-part-4/4000-99468/
Marvel Visionaries: Stan Lee;2005-02-09;279049;Doctor Octopus;http://comicvine.gamespot.com/marvel-visionaries-stan-lee-1-marvel-visionaries-s/4000-279049/
What If Aunt May Had Died Instead of Uncle Ben?;2005-02-01;235528;Doctor Octopus;http://comicvine.gamespot.com/what-if-aunt-may-had-died-instead-of-uncle-ben-1-w/4000-235528/
Ultimate Spider-Man;2005-02-01;100974;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-70-strange/4000-100974/
She-Hulk;2005-02-01;96792;Doctor Octopus;http://comicvine.gamespot.com/she-hulk-10-skeeter/4000-96792/
Spider-Man Family;2005-01-01;158094;Doctor Octopus;http://comicvine.gamespot.com/spider-man-family-1-old-enemies-never-die-tangled-/4000-158094/
Ultimate Spider-Man Hardcover;2005-01-01;154747;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-hardcover-5-volume-5/4000-154747/
Essential Amazing Spider-Man;2005-01-01;140992;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-1-volume-1/4000-140992/
Wha...Huh?;2005-01-01;124231;Doctor Octopus;http://comicvine.gamespot.com/whahuh-1/4000-124231/
Marvel Holiday Special;2005-01-01;120068;Doctor Octopus;http://comicvine.gamespot.com/marvel-holiday-special-2004-jonah-s-holiday-carol-/4000-120068/
Spider-Man/Doctor Octopus: Year One;2004-12-01;116493;Doctor Octopus;http://comicvine.gamespot.com/spider-mandoctor-octopus-year-one-5-destiny/4000-116493/
Marvel Age: Spider-Man;2004-11-01;141438;Doctor Octopus;http://comicvine.gamespot.com/marvel-age-spider-man-11-unmasked-by-doctor-octopu/4000-141438/
Spider-Man/Doctor Octopus: Year One;2004-11-01;116492;Doctor Octopus;http://comicvine.gamespot.com/spider-mandoctor-octopus-year-one-4/4000-116492/
Spider-Man/Doctor Octopus: Year One;2004-11-01;116491;Doctor Octopus;http://comicvine.gamespot.com/spider-mandoctor-octopus-year-one-3-spider-mandoct/4000-116491/
Powerless;2004-11-01;99684;Doctor Octopus;http://comicvine.gamespot.com/powerless-4/4000-99684/
